Record_ID,Age_Numeric,Gender,Occupation,Income_Numeric,Primary_OTT_Platform,Subscriptions_Numeric,Tenure_Months,Monthly_Spend_Numeric,Share_Account,Hours_Watched_Numeric,Preferred_Genre,Primary_Device,Usual_Viewing_Time,Pricing_Satisfaction,Content_Satisfaction,Content_Variety,Recommendation_Quality,Advertisement_Tolerance,Streaming_Experience,Switched_Before,Competitor_Awareness,Switch_Intent,Main_Reason_For_Switching,What_Would_Encourage_Stay,Suggestions_To_Improve,Data_Source,Cost_Fatigue_Score,Content_Fatigue_Score,Experience_Fatigue_Score,Overall_Fatigue_Score,Dominant_Fatigue_Type
108,21.0,Male,Student,125000,Netflix,1.0,30.0,750,No,7.5,Romance,Smart TV,Evening,4,4,3,4,3,5,No,Yes,No,No plans to switch,Better content,Reduce advertisements,Synthetic,40.86,49.0,35.0,41.62,Content
109,21.0,Female,Student,0,Netflix,5.0,4.5,350,Yes,7.5,Horror,Mobile,Night,4,5,4,3,2,5,Yes,No,No,No plans to switch,"Better streaming quality, Fewer ads",Add more exclusive content,Synthetic,34.0,29.0,46.0,36.33,Experience
110,21.0,Female,Student,0,Amazon Prime Video,1.0,1.5,750,No,2.5,Comedy,Smart TV,Night,4,4,4,5,4,4,Yes,No,No,No plans to switch,"Lower price, Family plans",Reduce advertisements,Synthetic,40.86,40.0,33.0,37.95,Cost
111,39.5,Male,Homemaker,62500,Amazon Prime Video,2.0,9.0,750,Yes,7.5,Horror,Mobile,Night,4,4,5,5,2,2,Yes,Yes,No,No plans to switch,"Better streaming quality, Fewer ads",Improve content variety,Synthetic,40.86,31.0,59.0,43.62,Experience
112,21.0,Female,Working Professional,0,Amazon Prime Video,2.0,4.5,750,Yes,7.5,Anime,Mobile,Evening,3,5,4,5,4,4,No,Yes,Yes,Expensive subscription,Lower price,Add more exclusive content,Synthetic,54.86,29.0,33.0,38.95,Cost
113,21.0,Female,Student,0,Netflix,3.0,4.5,350,Yes,7.5,Comedy,Smart TV,Evening,3,4,4,3,2,3,Yes,No,Yes,Poor streaming experience,"Better streaming quality, Fewer ads",Offer better family plans,Synthetic,48.0,40.0,64.0,50.67,Experience
114,21.0,Male,Student,12500,Netflix,3.0,1.5,100,No,7.5,Romance,Mobile,Night,4,4,5,4,5,5,Yes,Yes,No,No plans to switch,"Better content, Exclusive originals",Reduce advertisements,Synthetic,29.71,31.0,27.0,29.24,Content
115,21.0,Male,Student,12500,Netflix,5.0,4.5,100,No,7.5,Comedy,Smart TV,Night,3,5,3,4,2,2,Yes,No,No,No plans to switch,"Better streaming quality, Fewer ads",Offer better family plans,Synthetic,43.71,38.0,66.0,49.24,Experience
116,21.0,Female,Homemaker,0,Netflix,1.0,30.0,750,No,7.5,Anime,Mobile,Evening,4,4,3,4,5,4,Yes,No,No,No plans to switch,"Better content, Exclusive originals",Offer better family plans,Synthetic,40.86,49.0,36.0,41.95,Content
117,39.5,Female,Homemaker,0,Netflix,2.0,4.5,350,Yes,7.5,Comedy,Mobile,Evening,3,4,4,5,3,4,No,Yes,No,No plans to switch,"Lower price, Family plans",Reduce advertisements,Synthetic,48.0,40.0,37.0,41.67,Cost
118,21.0,Female,Student,37500,Amazon Prime Video,2.0,9.0,750,Yes,15.0,Thriller,Mobile,Night,4,3,3,4,2,3,No,No,No,No plans to switch,"Better content, Exclusive originals",Offer better family plans,Synthetic,40.86,60.0,57.0,52.62,Content
119,21.0,Female,Student,12500,Netflix,2.0,4.5,350,No,7.5,Comedy,Smart TV,Night,3,4,5,4,3,4,Yes,No,Yes,High subscription cost,Lower price,Offer better family plans,Synthetic,48.0,31.0,44.0,41.0,Cost
120,21.0,Female,Student,0,Amazon Prime Video,5.0,9.0,100,No,7.5,Thriller,Mobile,Night,4,5,4,5,3,4,No,Yes,No,No plans to switch,Better streaming quality,Add more exclusive content,Synthetic,29.71,29.0,37.0,31.9,Experience
121,21.0,Female,Working Professional,0,Amazon Prime Video,2.0,30.0,1750,No,7.5,Thriller,Mobile,Night,4,4,3,3,2,4,No,No,No,No plans to switch,"Lower price, Better content",Offer better family plans,Synthetic,58.0,49.0,55.0,54.0,Cost
122,21.0,Female,Student,37500,Netflix,5.0,4.5,100,Yes,15.0,Comedy,Laptop/Desktop,Evening,2,5,5,3,4,4,Yes,Yes,Yes,Expensive subscription,Lower price,Reduce buffering,Synthetic,57.71,20.0,47.0,41.57,Cost
123,49.5,Male,Working Professional,0,Netflix,2.0,30.0,100,No,7.5,Romance,Laptop/Desktop,Night,5,5,5,5,4,5,Yes,Yes,No,No plans to switch,"Better streaming quality, Fewer ads",Lower subscription prices,Synthetic,15.71,20.0,24.0,19.9,Experience
124,21.0,Male,Student,0,Netflix,1.0,30.0,350,Yes,7.5,Thriller,Mobile,Evening,2,3,3,4,4,3,Yes,No,No,No plans to switch,"Lower price, Better content",Lower subscription prices,Synthetic,62.0,60.0,49.0,57.0,Cost
125,21.0,Male,Student,0,Amazon Prime Video,2.0,4.5,350,Yes,2.5,Action,Mobile,Night,4,4,5,4,5,3,No,No,No,No plans to switch,Better streaming quality,Reduce advertisements,Synthetic,34.0,31.0,45.0,36.67,Experience
126,49.5,Male,Homemaker,0,Netflix,1.0,1.5,750,Yes,15.0,Thriller,Mobile,Evening,3,5,5,5,3,4,Yes,Yes,No,No plans to switch,Lower price,Improve content variety,Synthetic,54.86,20.0,37.0,37.29,Cost
127,21.0,Male,Homemaker,62500,Netflix,5.0,9.0,350,Yes,7.5,Comedy,Laptop/Desktop,Night,3,3,4,3,4,4,Yes,No,Yes,Need better content,Better content,Add more exclusive content,Synthetic,48.0,51.0,47.0,48.67,Content
128,49.5,Male,Student,125000,Netflix,3.0,30.0,350,No,7.5,Action,Mobile,Night,4,5,4,3,4,4,No,Yes,Yes,Buffering and playback issues,Better recommendations,Lower subscription prices,Synthetic,34.0,29.0,47.0,36.67,Experience
129,21.0,Female,Student,0,Amazon Prime Video,3.0,30.0,350,No,7.5,Anime,Laptop/Desktop,Evening,4,5,5,5,4,4,Yes,Yes,Yes,Lower price,"Lower price, Family plans",Reduce buffering,Synthetic,34.0,20.0,33.0,29.0,Cost
130,21.0,Male,Student,0,Netflix,2.0,4.5,750,No,15.0,Action,Smart TV,Evening,5,5,4,5,2,4,Yes,Yes,No,No plans to switch,Better streaming quality,Offer better family plans,Synthetic,26.86,29.0,41.0,32.29,Experience
131,39.5,Male,Student,0,Netflix,3.0,4.5,750,No,7.5,Romance,Mobile,Night,3,5,5,4,1,3,Yes,No,No,No plans to switch,"Better streaming quality, Fewer ads",Lower subscription prices,Synthetic,54.86,20.0,61.0,45.29,Experience
132,21.0,Female,Working Professional,0,Amazon Prime Video,5.0,4.5,350,No,7.5,Romance,Mobile,Night,4,3,5,5,3,4,No,Yes,Yes,Need better content,Better content,Reduce advertisements,Synthetic,34.0,42.0,37.0,37.67,Content
133,21.0,Male,Student,37500,Netflix,2.0,1.5,350,No,7.5,Comedy,Mobile,Night,4,5,4,5,3,5,Yes,Yes,No,No plans to switch,"Lower price, Family plans",Improve recommendations,Synthetic,34.0,29.0,28.0,30.33,Cost
134,21.0,Male,Working Professional,0,Netflix,2.0,9.0,350,Yes,7.5,Anime,Mobile,Evening,3,4,3,5,3,3,No,No,No,No plans to switch,"Better content, Exclusive originals",Lower subscription prices,Synthetic,48.0,49.0,46.0,47.67,Content
135,21.0,Male,Student,125000,Netflix,5.0,30.0,750,No,15.0,Anime,Smart TV,Evening,4,4,4,4,5,5,No,Yes,No,No plans to switch,Lower price,Offer better family plans,Synthetic,40.86,40.0,27.0,35.95,Cost
136,21.0,Female,Working Professional,0,Netflix,2.0,1.5,1750,Yes,7.5,Action,Laptop/Desktop,Evening,4,4,3,5,5,4,No,Yes,No,No plans to switch,"Lower price, Family plans",Reduce buffering,Synthetic,58.0,49.0,29.0,45.33,Cost
137,39.5,Male,Homemaker,0,Netflix,3.0,30.0,1750,Yes,7.5,Comedy,Laptop/Desktop,Evening,3,4,4,5,5,4,Yes,Yes,Yes,High subscription cost,Lower price,Improve content variety,Synthetic,72.0,40.0,29.0,47.0,Cost
138,21.0,Female,Student,0,Netflix,2.0,9.0,100,Yes,7.5,Romance,Mobile,Night,3,5,4,4,3,3,Yes,Yes,No,No plans to switch,"Better streaming quality, Fewer ads",Lower subscription prices,Synthetic,43.71,29.0,53.0,41.9,Experience
139,21.0,Male,Working Professional,0,Netflix,2.0,4.5,100,No,2.5,Drama,Laptop/Desktop,Evening,5,4,4,5,4,4,No,No,Yes,Lack of content,"Better recommendations, Better content",Improve content variety,Synthetic,15.71,40.0,33.0,29.57,Content
140,21.0,Female,Student,37500,Netflix,5.0,9.0,100,Yes,7.5,Horror,Smart TV,Evening,4,3,3,5,3,4,No,Yes,No,No plans to switch,"Better content, Exclusive originals",Improve recommendations,Synthetic,29.71,60.0,37.0,42.24,Content
141,21.0,Female,Student,0,Netflix,3.0,4.5,750,No,7.5,Comedy,Laptop/Desktop,Evening,4,4,4,4,4,4,Yes,No,Yes,High subscription cost,"Lower price, Family plans",Add more exclusive content,Synthetic,40.86,40.0,40.0,40.29,Cost
142,49.5,Male,Student,0,Netflix,2.0,4.5,350,Yes,2.5,Romance,Laptop/Desktop,Night,5,4,3,3,3,4,No,Yes,No,No plans to switch,Better streaming quality,Offer better family plans,Synthetic,20.0,49.0,51.0,40.0,Experience
143,21.0,Male,Homemaker,0,Netflix,5.0,1.5,750,Yes,2.5,Thriller,Mobile,Night,4,5,4,4,2,3,No,Yes,No,No plans to switch,Better recommendations,Improve recommendations,Synthetic,40.86,29.0,57.0,42.29,Experience
144,39.5,Male,Working Professional,0,Amazon Prime Video,3.0,30.0,350,Yes,7.5,Horror,Laptop/Desktop,Night,4,4,4,5,2,4,No,Yes,No,No plans to switch,Better streaming quality,Lower subscription prices,Synthetic,34.0,40.0,41.0,38.33,Experience
145,21.0,Female,Working Professional,12500,Disney+ Hotstar,2.0,9.0,350,No,7.5,Horror,Mobile,Night,1,5,5,4,3,3,Yes,No,Yes,Expensive subscription,Lower price,Improve recommendations,Synthetic,76.0,20.0,53.0,49.67,Cost
146,21.0,Male,Student,0,Netflix,5.0,9.0,750,No,7.5,Romance,Mobile,Evening,3,5,5,5,2,4,Yes,No,No,No plans to switch,"Lower price, Better content",Lower subscription prices,Synthetic,54.86,20.0,41.0,38.62,Cost
147,21.0,Male,Student,0,Amazon Prime Video,2.0,9.0,350,Yes,2.5,Anime,Mobile,Night,4,5,3,3,2,4,Yes,No,No,No plans to switch,Better recommendations,Add more exclusive content,Synthetic,34.0,38.0,55.0,42.33,Experience
148,39.5,Male,Student,37500,Netflix,3.0,9.0,350,Yes,7.5,Thriller,Laptop/Desktop,Night,4,4,3,3,2,4,Yes,No,Yes,Poor recommendations,Better recommendations,Lower subscription prices,Synthetic,34.0,49.0,55.0,46.0,Experience
149,21.0,Male,Working Professional,0,Netflix,2.0,1.5,750,No,2.5,Horror,Laptop/Desktop,Evening,3,4,4,3,2,4,Yes,Yes,Yes,Poor recommendations,"Better streaming quality, Fewer ads",Reduce advertisements,Synthetic,54.86,40.0,55.0,49.95,Experience
150,21.0,Male,Student,0,Netflix,2.0,1.5,1750,Yes,15.0,Thriller,Laptop/Desktop,Night,2,4,3,4,4,4,Yes,No,Yes,Lower price,Lower price,Reduce buffering,Synthetic,86.0,49.0,40.0,58.33,Cost
151,21.0,Female,Student,0,Netflix,2.0,4.5,750,Yes,7.5,Romance,Laptop/Desktop,Night,4,3,4,4,4,4,Yes,Yes,Yes,Limited content variety,Better content,Add more exclusive content,Synthetic,40.86,51.0,40.0,43.95,Content
152,39.5,Male,Student,0,Netflix,5.0,30.0,100,No,15.0,Romance,Mobile,Evening,3,3,3,5,1,3,No,No,Yes,Lack of content,Better content,Improve recommendations,Synthetic,43.71,60.0,54.0,52.57,Content
153,21.0,Female,Working Professional,0,Netflix,2.0,4.5,350,No,7.5,Horror,Laptop/Desktop,Night,1,5,4,5,4,4,No,No,No,No plans to switch,"Lower price, Family plans",Improve recommendations,Synthetic,76.0,29.0,33.0,46.0,Cost
154,21.0,Female,Student,37500,Netflix,5.0,4.5,100,Yes,7.5,Horror,Laptop/Desktop,Evening,3,5,5,4,3,4,No,Yes,Yes,Poor recommendations,Better streaming quality,Offer better family plans,Synthetic,43.71,20.0,44.0,35.9,Experience
155,21.0,Female,Student,0,Amazon Prime Video,2.0,9.0,350,No,7.5,Action,Mobile,Night,4,5,3,5,5,3,No,No,No,No plans to switch,"Better content, Exclusive originals",Reduce advertisements,Synthetic,34.0,38.0,38.0,36.67,Content
156,21.0,Female,Student,0,Netflix,3.0,9.0,350,No,7.5,Comedy,Laptop/Desktop,Night,5,3,5,5,5,4,No,No,No,No plans to switch,"Better content, Exclusive originals",Lower subscription prices,Synthetic,20.0,42.0,29.0,30.33,Content
157,39.5,Male,Student,0,Netflix,2.0,1.5,750,No,7.5,Romance,Smart TV,Evening,3,5,5,5,4,5,Yes,No,Yes,Expensive subscription,Lower price,Offer better family plans,Synthetic,54.86,20.0,24.0,32.95,Cost
158,21.0,Female,Student,0,Netflix,3.0,9.0,350,Yes,7.5,Thriller,Laptop/Desktop,Night,2,2,5,2,3,4,Yes,Yes,No,No plans to switch,Lower price,Reduce advertisements,Synthetic,62.0,53.0,58.0,57.67,Cost
159,21.0,Female,Student,0,Netflix,5.0,9.0,350,Yes,7.5,Thriller,Mobile,Night,3,5,3,5,4,3,Yes,No,Yes,High subscription cost,"Lower price, Better content",Reduce advertisements,Synthetic,48.0,38.0,42.0,42.67,Cost
160,21.0,Male,Homemaker,0,Netflix,3.0,9.0,100,Yes,7.5,Comedy,Laptop/Desktop,Night,3,5,3,5,5,4,No,Yes,No,No plans to switch,"Lower price, Better content",Improve content variety,Synthetic,43.71,38.0,29.0,36.9,Cost
161,21.0,Male,Student,0,Netflix,1.0,30.0,350,Yes,15.0,Action,Laptop/Desktop,Night,4,4,4,3,3,4,Yes,No,Yes,Poor streaming experience,Better streaming quality,Improve recommendations,Synthetic,34.0,40.0,51.0,41.67,Experience
162,21.0,Male,Student,0,Netflix,2.0,4.5,100,No,15.0,Horror,Mobile,Night,5,4,4,4,5,3,Yes,No,Yes,Poor streaming experience,Better streaming quality,Add more exclusive content,Synthetic,15.71,40.0,45.0,33.57,Experience
163,21.0,Female,Homemaker,0,Netflix,2.0,30.0,100,No,2.5,Horror,Laptop/Desktop,Evening,4,3,5,4,4,4,No,Yes,No,No plans to switch,"Better recommendations, Better content",Lower subscription prices,Synthetic,29.71,42.0,40.0,37.24,Content
164,49.5,Male,Student,0,Netflix,2.0,30.0,350,Yes,2.5,Action,Smart TV,Night,4,4,3,4,4,4,Yes,Yes,Yes,Lack of content,"Better content, Exclusive originals",Reduce buffering,Synthetic,34.0,49.0,40.0,41.0,Content
165,21.0,Female,Student,125000,Netflix,1.0,4.5,750,No,7.5,Thriller,Mobile,Evening,4,3,5,4,4,3,No,No,No,No plans to switch,"Better streaming quality, Fewer ads",Reduce advertisements,Synthetic,40.86,42.0,49.0,43.95,Experience
166,21.0,Male,Student,0,Netflix,3.0,9.0,750,No,2.5,Horror,Mobile,Night,4,5,5,5,2,3,Yes,Yes,Yes,Poor recommendations,Better recommendations,Add more exclusive content,Synthetic,40.86,20.0,50.0,36.95,Experience
167,39.5,Female,Student,0,Netflix,2.0,9.0,1750,No,7.5,Thriller,Mobile,Evening,3,4,4,4,3,4,Yes,No,Yes,High subscription cost,"Lower price, Better content",Add more exclusive content,Synthetic,72.0,40.0,44.0,52.0,Cost
168,21.0,Male,Student,0,Netflix,5.0,9.0,350,No,2.5,Comedy,Laptop/Desktop,Evening,4,5,4,5,2,3,Yes,Yes,Yes,Poor streaming experience,Better recommendations,Improve recommendations,Synthetic,34.0,29.0,50.0,37.67,Experience
169,39.5,Female,Student,12500,Amazon Prime Video,3.0,1.5,750,No,2.5,Romance,Mobile,Evening,4,3,3,5,2,4,No,Yes,No,No plans to switch,"Better recommendations, Better content",Lower subscription prices,Synthetic,40.86,60.0,41.0,47.29,Content
170,21.0,Male,Student,0,Netflix,2.0,9.0,350,Yes,7.5,Thriller,Mobile,Evening,4,4,5,4,3,4,Yes,Yes,Yes,Poor recommendations,Better recommendations,Add more exclusive content,Synthetic,34.0,31.0,44.0,36.33,Experience
171,21.0,Female,Student,0,Netflix,5.0,9.0,750,Yes,7.5,Comedy,Smart TV,Night,2,3,5,4,3,4,No,Yes,Yes,Expensive subscription,"Lower price, Family plans",Add more exclusive content,Synthetic,68.86,42.0,44.0,51.62,Cost
172,21.0,Female,Homemaker,0,Disney+ Hotstar,3.0,30.0,350,No,7.5,Comedy,Laptop/Desktop,Night,4,4,5,3,4,4,Yes,Yes,No,No plans to switch,Better recommendations,Reduce advertisements,Synthetic,34.0,31.0,47.0,37.33,Experience
173,39.5,Male,Student,0,Amazon Prime Video,2.0,4.5,350,Yes,7.5,Horror,Laptop/Desktop,Night,1,5,5,4,4,3,No,Yes,No,No plans to switch,Lower price,Improve recommendations,Synthetic,76.0,20.0,49.0,48.33,Cost
174,21.0,Female,Working Professional,0,Netflix,3.0,9.0,750,Yes,7.5,Thriller,Laptop/Desktop,Night,5,4,3,4,5,4,Yes,No,No,No plans to switch,"Better content, Exclusive originals",Offer better family plans,Synthetic,26.86,49.0,36.0,37.29,Content
175,49.5,Male,Homemaker,0,Netflix,2.0,30.0,750,No,7.5,Comedy,Laptop/Desktop,Night,4,5,3,3,5,3,Yes,No,No,No plans to switch,"Better streaming quality, Fewer ads",Reduce advertisements,Synthetic,40.86,38.0,52.0,43.62,Experience
176,21.0,Female,Homemaker,0,Netflix,2.0,1.5,1750,Yes,15.0,Thriller,Mobile,Evening,3,4,4,3,2,4,No,No,No,No plans to switch,"Lower price, Better content",Reduce advertisements,Synthetic,72.0,40.0,55.0,55.67,Cost
177,49.5,Female,Homemaker,0,Netflix,3.0,9.0,350,No,7.5,Action,Smart TV,Evening,4,4,5,4,4,5,Yes,Yes,No,No plans to switch,"Lower price, Family plans",Offer better family plans,Synthetic,34.0,31.0,31.0,32.0,Cost
178,21.0,Female,Student,0,Netflix,1.0,9.0,100,Yes,15.0,Horror,Laptop/Desktop,Night,3,5,4,3,5,5,No,Yes,No,No plans to switch,Lower price,Add more exclusive content,Synthetic,43.71,29.0,34.0,35.57,Cost
179,21.0,Female,Working Professional,0,Amazon Prime Video,1.0,9.0,100,Yes,7.5,Drama,Mobile,Evening,2,5,5,4,4,3,Yes,Yes,No,No plans to switch,"Lower price, Family plans",Reduce buffering,Synthetic,57.71,20.0,49.0,42.24,Cost
180,21.0,Male,Student,12500,Netflix,3.0,9.0,350,No,7.5,Thriller,Laptop/Desktop,Evening,4,4,4,3,4,4,Yes,No,No,No plans to switch,"Better streaming quality, Fewer ads",Lower subscription prices,Synthetic,34.0,40.0,47.0,40.33,Experience
181,21.0,Female,Working Professional,37500,Amazon Prime Video,1.0,1.5,350,Yes,2.5,Comedy,Laptop/Desktop,Evening,4,4,3,5,3,4,Yes,No,No,No plans to switch,"Better recommendations, Better content",Add more exclusive content,Synthetic,34.0,49.0,37.0,40.0,Content
182,21.0,Female,Working Professional,0,Netflix,2.0,30.0,100,No,7.5,Comedy,Mobile,Evening,4,4,4,4,1,3,Yes,No,No,No plans to switch,"Better streaming quality, Fewer ads",Add more exclusive content,Synthetic,29.71,40.0,61.0,43.57,Experience
183,21.0,Female,Working Professional,0,Netflix,5.0,30.0,350,Yes,7.5,Drama,Laptop/Desktop,Evening,4,5,5,4,4,4,Yes,Yes,Yes,Poor recommendations,"Better streaming quality, Fewer ads",Lower subscription prices,Synthetic,34.0,20.0,40.0,31.33,Experience
184,49.5,Female,Student,0,Amazon Prime Video,2.0,1.5,350,No,2.5,Thriller,Laptop/Desktop,Evening,3,5,3,3,2,4,No,No,No,No plans to switch,"Better streaming quality, Fewer ads",Reduce advertisements,Synthetic,48.0,38.0,55.0,47.0,Experience
185,21.0,Female,Student,0,Netflix,2.0,9.0,350,Yes,7.5,Horror,Mobile,Evening,3,4,3,5,4,4,Yes,No,Yes,Need better content,Better content,Offer better family plans,Synthetic,48.0,49.0,33.0,43.33,Content
186,21.0,Male,Student,0,Netflix,3.0,1.5,100,No,7.5,Action,Mobile,Night,2,5,5,5,3,3,No,No,No,No plans to switch,"Lower price, Family plans",Lower subscription prices,Synthetic,57.71,20.0,46.0,41.24,Cost
187,21.0,Male,Student,37500,Netflix,3.0,9.0,1750,Yes,15.0,Action,Smart TV,Evening,3,4,5,3,5,3,No,Yes,No,No plans to switch,"Lower price, Family plans",Reduce buffering,Synthetic,72.0,31.0,52.0,51.67,Cost
188,21.0,Female,Homemaker,0,Netflix,5.0,1.5,100,Yes,7.5,Anime,Laptop/Desktop,Night,4,5,5,4,1,2,No,No,No,No plans to switch,Better streaming quality,Offer better family plans,Synthetic,29.71,20.0,70.0,39.9,Experience
189,21.0,Male,Student,0,Netflix,5.0,4.5,350,No,2.5,Thriller,Laptop/Desktop,Evening,4,4,5,4,1,3,Yes,Yes,Yes,Poor recommendations,Better recommendations,Add more exclusive content,Synthetic,34.0,31.0,61.0,42.0,Experience
190,21.0,Male,Working Professional,0,Netflix,2.0,30.0,100,Yes,7.5,Thriller,Laptop/Desktop,Night,4,4,4,5,3,3,Yes,No,Yes,Buffering and playback issues,"Better streaming quality, Fewer ads",Offer better family plans,Synthetic,29.71,40.0,46.0,38.57,Experience
191,21.0,Male,Student,0,Netflix,5.0,30.0,350,No,7.5,Comedy,Laptop/Desktop,Night,4,5,4,3,5,4,No,No,No,No plans to switch,Better streaming quality,Add more exclusive content,Synthetic,34.0,29.0,43.0,35.33,Experience
192,21.0,Male,Student,0,Netflix,2.0,9.0,100,Yes,7.5,Drama,Smart TV,Evening,4,4,4,4,1,3,Yes,Yes,Yes,Poor recommendations,Better recommendations,Offer better family plans,Synthetic,29.71,40.0,61.0,43.57,Experience
193,21.0,Male,Student,0,Netflix,5.0,30.0,350,Yes,7.5,Romance,Mobile,Night,1,5,3,4,5,4,Yes,No,No,No plans to switch,Lower price,Reduce advertisements,Synthetic,76.0,38.0,36.0,50.0,Cost
194,21.0,Male,Working Professional,0,Disney+ Hotstar,1.0,4.5,350,Yes,7.5,Action,Mobile,Night,2,4,5,5,5,4,No,No,No,No plans to switch,"Lower price, Better content",Improve content variety,Synthetic,62.0,31.0,29.0,40.67,Cost
195,49.5,Male,Student,0,Netflix,3.0,9.0,750,Yes,7.5,Action,Laptop/Desktop,Evening,4,3,4,3,1,3,Yes,No,Yes,Poor streaming experience,"Better streaming quality, Fewer ads",Improve recommendations,Synthetic,40.86,51.0,68.0,53.29,Experience
196,21.0,Male,Homemaker,62500,Netflix,5.0,9.0,1750,Yes,15.0,Comedy,Laptop/Desktop,Evening,4,5,4,4,5,2,Yes,No,No,No plans to switch,Lower price,Improve content variety,Synthetic,58.0,29.0,54.0,47.0,Cost
197,21.0,Female,Student,0,Netflix,1.0,9.0,350,Yes,2.5,Thriller,Smart TV,Night,4,4,5,4,3,4,Yes,Yes,No,No plans to switch,Better streaming quality,Offer better family plans,Synthetic,34.0,31.0,44.0,36.33,Experience
198,21.0,Male,Student,0,Netflix,5.0,1.5,350,Yes,7.5,Action,Laptop/Desktop,Night,4,4,4,5,3,3,No,No,No,No plans to switch,"Better streaming quality, Fewer ads",Reduce buffering,Synthetic,34.0,40.0,46.0,40.0,Experience
199,49.5,Female,Student,12500,Amazon Prime Video,3.0,4.5,750,Yes,7.5,Thriller,Mobile,Night,1,5,3,5,2,4,Yes,No,No,No plans to switch,Lower price,Lower subscription prices,Synthetic,82.86,38.0,41.0,53.95,Cost
200,21.0,Male,Working Professional,0,Netflix,5.0,30.0,1750,Yes,2.5,Anime,Laptop/Desktop,Night,2,5,4,3,3,3,No,Yes,Yes,Expensive subscription,"Lower price, Better content",Improve recommendations,Synthetic,86.0,29.0,60.0,58.33,Cost
201,21.0,Male,Student,0,Netflix,2.0,4.5,350,No,2.5,Action,Mobile,Evening,3,3,3,3,3,4,Yes,No,No,No plans to switch,"Better recommendations, Better content",Improve content variety,Synthetic,48.0,60.0,51.0,53.0,Content
202,21.0,Male,Student,0,Amazon Prime Video,5.0,30.0,750,Yes,7.5,Thriller,Mobile,Night,2,3,3,5,1,3,Yes,No,Yes,Lower price,Lower price,Lower subscription prices,Synthetic,68.86,60.0,54.0,60.95,Cost
203,21.0,Male,Homemaker,0,Netflix,5.0,9.0,750,No,7.5,Thriller,Laptop/Desktop,Night,4,4,4,5,4,4,Yes,Yes,Yes,High subscription cost,Lower price,Improve recommendations,Synthetic,40.86,40.0,33.0,37.95,Cost
204,39.5,Male,Student,0,Amazon Prime Video,1.0,9.0,750,No,7.5,Romance,Laptop/Desktop,Evening,3,4,4,4,2,3,No,No,No,No plans to switch,Better streaming quality,Reduce advertisements,Synthetic,54.86,40.0,57.0,50.62,Experience
205,39.5,Female,Student,62500,Netflix,3.0,4.5,350,Yes,7.5,Action,Mobile,Evening,5,4,5,4,1,3,Yes,Yes,Yes,Poor streaming experience,Better recommendations,Lower subscription prices,Synthetic,20.0,31.0,61.0,37.33,Experience
206,21.0,Male,Student,0,Amazon Prime Video,2.0,9.0,350,No,7.5,Drama,Mobile,Evening,4,4,4,5,3,4,Yes,No,Yes,Limited content variety,Better content,Lower subscription prices,Synthetic,34.0,40.0,37.0,37.0,Content
